ID_MOEDA; DATA_REF; vlr_cotacao
AFN; 26/03/2010 00:00:00; 7,510298371
AFN; 15/01/2010 00:00:00; 7,364336252
AFN; 12/05/2010 00:00:00; 2,732970655
AFN; 08/01/2010 00:00:00; 6,372202814
AFN; 02/04/2010 00:00:00; 2,98723048
AFN; 28/01/2010 00:00:00; 7,350128233
AFN; 08/09/2010 00:00:00; 3,565253973
AFN; 12/07/2010 00:00:00; 3,189763904
AFN; 22/04/2010 00:00:00; 2,470074952
AFN; 29/10/2010 00:00:00; 1,306914151
AFN; 10/09/2010 00:00:00; 7,41256249
AFN; 17/06/2010 00:00:00; 3,759960949
AFN; 24/08/2010 00:00:00; 4,421651661
AFN; 11/10/2010 00:00:00; 1,010513008
AFN; 22/02/2010 00:00:00; 6,711818814
AFN; 05/04/2010 00:00:00; 6,68533206
AFN; 22/06/2010 00:00:00; 2,858912706
AFN; 26/05/2010 00:00:00; 5,513559163
AFN; 27/01/2010 00:00:00; 6,436387777
AFN; 27/09/2010 00:00:00; 6,058748543
AFN; 04/08/2010 00:00:00; 4,958006561
AFN; 26/04/2010 00:00:00; 7,634686649
AFN; 28/07/2010 00:00:00; 3,026013494
AFN; 21/05/2010 00:00:00; 4,523491025
AFN; 23/02/2010 00:00:00; 6,282013834
AFN; 31/08/2010 00:00:00; 2,52246058
AFN; 27/07/2010 00:00:00; 1,538993895
AFN; 04/11/2010 00:00:00; 5,395040095
AFN; 11/11/2010 00:00:00; 5,542538047
AFN; 06/01/2010 00:00:00; 2,698559821
AFN; 14/10/2010 00:00:00; 2,140515924
AFN; 16/09/2010 00:00:00; 7,517252803
AFN; 02/07/2010 00:00:00; 6,204066038
AFN; 17/02/2010 00:00:00; 2,747799098
AFN; 11/01/2010 00:00:00; 1,48817873
AFN; 14/07/2010 00:00:00; 1,235544443
AFN; 13/07/2010 00:00:00; 7,0881688
AFN; 04/05/2010 00:00:00; 3,870123684
AFN; 15/10/2010 00:00:00; 1,47394985
AFN; 05/10/2010 00:00:00; 6,663344324
AFN; 28/04/2010 00:00:00; 1,488018095
AFN; 16/11/2010 00:00:00; 5,638693869
AFN; 20/01/2010 00:00:00; 5,138252676
AFN; 08/03/2010 00:00:00; 7,469079971
AFN; 13/10/2010 00:00:00; 7,871431887
AFN; 02/06/2010 00:00:00; 3,380344033
AFN; 21/09/2010 00:00:00; 5,945907176
AFN; 03/11/2010 00:00:00; 5,722035646
AFN; 09/08/2010 00:00:00; 3,750572801
AFN; 09/02/2010 00:00:00; 2,382127345
AFN; 19/10/2010 00:00:00; 6,084843934
AFN; 06/08/2010 00:00:00; 1,467233241
AFN; 18/01/2010 00:00:00; 1,19958359
AFN; 12/08/2010 00:00:00; 2,418972313
AFN; 01/03/2010 00:00:00; 1,349305809
AFN; 14/06/2010 00:00:00; 6,892150044
AFN; 21/04/2010 00:00:00; 3,696617126
AFN; 09/06/2010 00:00:00; 2,606173694
AFN; 24/11/2010 00:00:00; 1,781865776
AFN; 19/07/2010 00:00:00; 1,904694021
AFN; 30/07/2010 00:00:00; 4,570872784
AFN; 20/09/2010 00:00:00; 7,247397661
AFN; 04/01/2010 00:00:00; 5,504217327
AFN; 02/11/2010 00:00:00; 4,173075378
AFN; 19/04/2010 00:00:00; 6,91878283
AFN; 11/08/2010 00:00:00; 2,758898735
AFN; 17/09/2010 00:00:00; 3,094959915
AFN; 01/02/2010 00:00:00; 5,593740404
AFN; 26/07/2010 00:00:00; 2,12082839
AFN; 07/01/2010 00:00:00; 7,333448529
AFN; 14/09/2010 00:00:00; 1,530282497
AFN; 22/10/2010 00:00:00; 5,756505728
AFN; 17/05/2010 00:00:00; 4,803348899
AFN; 25/08/2010 00:00:00; 1,106311679
AFN; 19/05/2010 00:00:00; 2,844723463
AFN; 12/11/2010 00:00:00; 6,903381526
AFN; 15/04/2010 00:00:00; 2,478163004
AFN; 07/07/2010 00:00:00; 3,369357049
AFN; 03/02/2010 00:00:00; 3,466669858
AFN; 05/03/2010 00:00:00; 3,267729223
AFN; 21/07/2010 00:00:00; 5,094353974
AFN; 29/04/2010 00:00:00; 3,042222142
AFN; 25/03/2010 00:00:00; 6,416465342
AFN; 01/01/2010 00:00:00; 7,872858405
AFN; 05/05/2010 00:00:00; 3,574372172
AFN; 12/04/2010 00:00:00; 3,724185765
AFN; 19/02/2010 00:00:00; 7,011889517
AFN; 12/02/2010 00:00:00; 7,423945427
AFN; 27/04/2010 00:00:00; 7,59745574
AFN; 23/09/2010 00:00:00; 7,97430557
AFN; 17/08/2010 00:00:00; 2,982109785
AFN; 03/03/2010 00:00:00; 7,940098345
AFN; 05/07/2010 00:00:00; 4,102757514
AFN; 06/05/2010 00:00:00; 6,132586181
AFN; 13/09/2010 00:00:00; 3,913181245
AFN; 05/01/2010 00:00:00; 7,091402769
AFN; 08/04/2010 00:00:00; 3,855643213
AFN; 15/06/2010 00:00:00; 2,384574831
AFN; 09/11/2010 00:00:00; 1,02451992
AFN; 22/11/2010 00:00:00; 6,727205098
AFN; 23/04/2010 00:00:00; 2,507428527
AFN; 24/05/2010 00:00:00; 7,186840951
AFN; 01/11/2010 00:00:00; 5,412438273
AFN; 24/03/2010 00:00:00; 3,426482439
AFN; 06/07/2010 00:00:00; 6,894292951
AFN; 18/10/2010 00:00:00; 4,114089966
AFN; 26/01/2010 00:00:00; 7,757386386
AFN; 25/10/2010 00:00:00; 2,253055632
AFN; 14/01/2010 00:00:00; 5,099925697
AFN; 22/09/2010 00:00:00; 3,945410371
AFN; 28/05/2010 00:00:00; 4,74967736
AFN; 24/09/2010 00:00:00; 4,867905617
AFN; 02/02/2010 00:00:00; 1,287433147
AFN; 18/08/2010 00:00:00; 7,329173148
AFN; 25/06/2010 00:00:00; 6,068868101
AFN; 15/03/2010 00:00:00; 3,351812422
AFN; 18/02/2010 00:00:00; 3,507141829
AFN; 03/09/2010 00:00:00; 1,746947587
AFN; 11/02/2010 00:00:00; 6,826068342
AFN; 04/06/2010 00:00:00; 5,456136703
AFN; 16/06/2010 00:00:00; 1,385632992
AFN; 27/10/2010 00:00:00; 6,259149492
AFN; 11/05/2010 00:00:00; 4,001766801
AFN; 07/04/2010 00:00:00; 7,452249646
AFN; 05/11/2010 00:00:00; 6,978870988
AFN; 01/07/2010 00:00:00; 2,82864207
AFN; 07/06/2010 00:00:00; 6,283313096
AFN; 08/06/2010 00:00:00; 5,79232347
AFN; 04/02/2010 00:00:00; 7,710514903
AFN; 24/02/2010 00:00:00; 7,623980045
AFN; 17/11/2010 00:00:00; 2,491562009
AFN; 29/06/2010 00:00:00; 1,542623818
AFN; 19/08/2010 00:00:00; 2,533405423
AFN; 26/02/2010 00:00:00; 5,964046359
AFN; 27/08/2010 00:00:00; 1,652443171
AFN; 07/09/2010 00:00:00; 5,583571613
AFN; 01/06/2010 00:00:00; 4,035629809
AFN; 09/03/2010 00:00:00; 4,810889542
AFN; 31/05/2010 00:00:00; 3,917034388
AFN; 09/09/2010 00:00:00; 2,141264021
AFN; 06/04/2010 00:00:00; 6,787865698
AFN; 26/10/2010 00:00:00; 1,020547032
AFN; 08/11/2010 00:00:00; 1,731345594
AFN; 29/11/2010 00:00:00; 2,081569314
AFN; 16/04/2010 00:00:00; 2,104197085
AFN; 07/05/2010 00:00:00; 3,507565737
AFN; 22/03/2010 00:00:00; 1,611803889
AFN; 25/11/2010 00:00:00; 5,656406641
AFN; 13/08/2010 00:00:00; 4,253509879
AFN; 14/05/2010 00:00:00; 7,585953057
AFN; 18/03/2010 00:00:00; 3,462663174
AFN; 06/10/2010 00:00:00; 6,05616045
AFN; 09/04/2010 00:00:00; 1,518326283
AFN; 25/01/2010 00:00:00; 3,332414031
AFN; 01/09/2010 00:00:00; 1,845694005
AFN; 11/03/2010 00:00:00; 1,549674213
AFN; 07/10/2010 00:00:00; 7,227870762
AFN; 24/06/2010 00:00:00; 4,425608277
AFN; 10/03/2010 00:00:00; 3,510375381
AFN; 12/10/2010 00:00:00; 5,38648057
AFN; 17/03/2010 00:00:00; 2,448741853
AFN; 19/11/2010 00:00:00; 1,524481297
AFN; 04/10/2010 00:00:00; 7,409578443
AFN; 18/05/2010 00:00:00; 3,81626147
AFN; 13/01/2010 00:00:00; 6,167615771
AFN; 05/08/2010 00:00:00; 1,699273348
AFN; 28/06/2010 00:00:00; 4,978749275
AFN; 16/03/2010 00:00:00; 3,507479787
AFN; 01/12/2010 00:00:00; 2,18903923
AFN; 15/07/2010 00:00:00; 6,078146517
AFN; 02/08/2010 00:00:00; 7,233538449
AFN; 30/04/2010 00:00:00; 1,014436662
AFN; 28/09/2010 00:00:00; 5,433790565
AFN; 10/11/2010 00:00:00; 1,305702507
AFN; 21/06/2010 00:00:00; 5,168465316
AFN; 13/04/2010 00:00:00; 4,087381244
AFN; 22/07/2010 00:00:00; 4,83381021
AFN; 20/05/2010 00:00:00; 1,370238364
AFN; 30/03/2010 00:00:00; 7,530022621
AFN; 06/09/2010 00:00:00; 5,100638747
AFN; 11/06/2010 00:00:00; 1,102495253
AFN; 10/06/2010 00:00:00; 1,204478979
AFN; 26/08/2010 00:00:00; 1,977197349
AFN; 05/02/2010 00:00:00; 5,946814239
AFN; 08/07/2010 00:00:00; 2,457653522
AFN; 29/09/2010 00:00:00; 6,778452098
AFN; 29/03/2010 00:00:00; 3,349954069
AFN; 13/05/2010 00:00:00; 7,808707237
AFN; 23/11/2010 00:00:00; 7,01387012
AFN; 10/08/2010 00:00:00; 7,451396406
AFN; 08/10/2010 00:00:00; 5,224763751
AFN; 18/11/2010 00:00:00; 1,9623155
AFN; 20/07/2010 00:00:00; 2,466388702
AFN; 26/11/2010 00:00:00; 6,309700549
AFN; 15/02/2010 00:00:00; 1,056644738
AFN; 09/07/2010 00:00:00; 2,464797795
ALL; 17/03/2010 00:00:00; 1,106822371
ALL; 25/11/2010 00:00:00; 7,29351896
ALL; 07/05/2010 00:00:00; 5,735532701
ALL; 05/04/2010 00:00:00; 7,846318662
ALL; 02/03/2010 00:00:00; 7,518490732
ALL; 29/01/2010 00:00:00; 1,520840943
ALL; 24/06/2010 00:00:00; 5,415352643
ALL; 12/02/2010 00:00:00; 5,782351196
ALL; 22/07/2010 00:00:00; 3,536699831
ALL; 08/04/2010 00:00:00; 5,744905829
ALL; 17/06/2010 00:00:00; 6,048087835
ALL; 12/11/2010 00:00:00; 5,178162217
ALL; 13/05/2010 00:00:00; 5,838240325
ALL; 30/04/2010 00:00:00; 5,630730987
ALL; 28/06/2010 00:00:00; 7,215428054
ALL; 31/03/2010 00:00:00; 4,798289537
ALL; 29/06/2010 00:00:00; 1,995368242
ALL; 20/05/2010 00:00:00; 1,158968925
ALL; 23/07/2010 00:00:00; 2,12908709
ALL; 30/11/2010 00:00:00; 4,247157931
ALL; 16/08/2010 00:00:00; 1,943028092
ALL; 25/03/2010 00:00:00; 5,811582088
ALL; 01/04/2010 00:00:00; 7,469012797
ALL; 03/08/2010 00:00:00; 7,45103842
ALL; 29/07/2010 00:00:00; 1,073323607
ALL; 14/01/2010 00:00:00; 5,906152844
ALL; 23/08/2010 00:00:00; 6,597580135
ALL; 02/09/2010 00:00:00; 1,793935478
ALL; 31/05/2010 00:00:00; 3,371560037
ALL; 23/04/2010 00:00:00; 6,419195712
ALL; 22/09/2010 00:00:00; 3,511677563
ALL; 17/02/2010 00:00:00; 2,411236405
ALL; 06/01/2010 00:00:00; 5,560952187
ALL; 13/10/2010 00:00:00; 5,481007099
ALL; 31/08/2010 00:00:00; 2,32924062
ALL; 22/04/2010 00:00:00; 3,345819712
ALL; 29/04/2010 00:00:00; 3,406838715
ALL; 10/05/2010 00:00:00; 1,682368755
ALL; 21/10/2010 00:00:00; 4,330285668
ALL; 27/07/2010 00:00:00; 7,729980469
ALL; 08/02/2010 00:00:00; 5,304094255
ALL; 29/09/2010 00:00:00; 2,797533631
ALL; 04/06/2010 00:00:00; 6,008798301
ALL; 02/04/2010 00:00:00; 2,848749757
ALL; 03/02/2010 00:00:00; 2,054898977
ALL; 25/01/2010 00:00:00; 7,121027529
ALL; 06/05/2010 00:00:00; 1,514096379
ALL; 14/09/2010 00:00:00; 4,796183765
ALL; 21/07/2010 00:00:00; 2,055349588
ALL; 17/05/2010 00:00:00; 1,733087122
ALL; 02/02/2010 00:00:00; 3,68533057
ALL; 26/11/2010 00:00:00; 7,870714664
ALL; 04/05/2010 00:00:00; 2,511865377
ALL; 25/10/2010 00:00:00; 7,25170517
ALL; 09/07/2010 00:00:00; 3,707587004
ALL; 25/06/2010 00:00:00; 6,909388423
ALL; 16/02/2010 00:00:00; 4,237897456
ALL; 17/11/2010 00:00:00; 7,241245568
ALL; 12/08/2010 00:00:00; 6,499303102
ALL; 18/01/2010 00:00:00; 5,322205067
ALL; 03/06/2010 00:00:00; 5,194736362
ALL; 04/03/2010 00:00:00; 4,342157185
ALL; 09/06/2010 00:00:00; 1,622359872
ALL; 18/11/2010 00:00:00; 2,419502616
ALL; 10/08/2010 00:00:00; 5,474495769
ALL; 21/09/2010 00:00:00; 5,314748287
ALL; 06/09/2010 00:00:00; 5,762077868
ALL; 07/09/2010 00:00:00; 4,708812356
ALL; 11/10/2010 00:00:00; 3,15904057
ALL; 01/06/2010 00:00:00; 6,675653934
ALL; 06/10/2010 00:00:00; 5,958593547
ALL; 15/07/2010 00:00:00; 1,602226734
ALL; 15/09/2010 00:00:00; 6,829761267
ALL; 18/08/2010 00:00:00; 1,420683861
ALL; 18/06/2010 00:00:00; 4,864637434
ALL; 07/10/2010 00:00:00; 5,509524107
ALL; 05/10/2010 00:00:00; 6,190149665
ALL; 02/07/2010 00:00:00; 7,919724882
ALL; 04/11/2010 00:00:00; 5,594714642
ALL; 12/03/2010 00:00:00; 3,886408269
ALL; 26/02/2010 00:00:00; 2,063338339
ALL; 28/09/2010 00:00:00; 1,160564005
ALL; 11/08/2010 00:00:00; 6,283777893
ALL; 29/03/2010 00:00:00; 1,369261622
ALL; 24/11/2010 00:00:00; 6,010067105
ALL; 30/06/2010 00:00:00; 7,373870432
ALL; 14/06/2010 00:00:00; 2,315291703
ALL; 30/03/2010 00:00:00; 4,558464706
ALL; 26/05/2010 00:00:00; 6,82529521
ALL; 27/09/2010 00:00:00; 5,898501635
ALL; 23/03/2010 00:00:00; 2,304061055
ALL; 15/11/2010 00:00:00; 1,145190656
ALL; 09/04/2010 00:00:00; 1,989637554
ALL; 09/02/2010 00:00:00; 1,746215343
ALL; 15/04/2010 00:00:00; 7,597491205
ALL; 05/11/2010 00:00:00; 1,701075375
ALL; 27/10/2010 00:00:00; 3,167283416
ALL; 10/03/2010 00:00:00; 5,839569628
ALL; 20/09/2010 00:00:00; 3,681640565
ALL; 14/04/2010 00:00:00; 1,000539899
ALL; 24/03/2010 00:00:00; 2,695716798
ALL; 01/07/2010 00:00:00; 7,6458956
ALL; 09/11/2010 00:00:00; 1,868963897
ALL; 27/08/2010 00:00:00; 7,37990278
ALL; 14/07/2010 00:00:00; 2,934447229
ALL; 11/05/2010 00:00:00; 6,820925534
ALL; 08/06/2010 00:00:00; 1,203655779
ALL; 19/04/2010 00:00:00; 1,361755192
ALL; 29/11/2010 00:00:00; 4,668973744
ALL; 05/05/2010 00:00:00; 3,537757933
ALL; 01/02/2010 00:00:00; 1,089505553
ALL; 30/09/2010 00:00:00; 1,929654539
ALL; 26/03/2010 00:00:00; 2,403988659
ALL; 12/04/2010 00:00:00; 5,330454588
ALL; 27/05/2010 00:00:00; 5,971491873
ALL; 19/10/2010 00:00:00; 7,908434153
ALL; 05/07/2010 00:00:00; 6,891022682
ALL; 22/03/2010 00:00:00; 4,126649916
ALL; 22/06/2010 00:00:00; 1,517291963
ALL; 19/02/2010 00:00:00; 4,212683678
ALL; 11/02/2010 00:00:00; 4,456742167
ALL; 10/09/2010 00:00:00; 3,281855881
ALL; 25/02/2010 00:00:00; 6,004315138
ALL; 26/04/2010 00:00:00; 1,2198807
ALL; 09/08/2010 00:00:00; 1,031019986
ALL; 12/10/2010 00:00:00; 3,801676691
ALL; 21/01/2010 00:00:00; 6,553870857
ALL; 16/04/2010 00:00:00; 2,132626057
ALL; 20/04/2010 00:00:00; 5,733266711
ALL; 24/08/2010 00:00:00; 3,196079969
ALL; 13/01/2010 00:00:00; 4,131356299
ALL; 22/02/2010 00:00:00; 5,795898736
ALL; 20/10/2010 00:00:00; 7,223539889
ALL; 18/10/2010 00:00:00; 2,51230973
ALL; 15/06/2010 00:00:00; 6,129981399
ALL; 01/03/2010 00:00:00; 6,928566098
ALL; 15/02/2010 00:00:00; 4,667645693
ALL; 05/01/2010 00:00:00; 6,95943588
ALL; 22/10/2010 00:00:00; 1,166359365
ALL; 03/11/2010 00:00:00; 5,251729906
ALL; 08/07/2010 00:00:00; 4,544916332
ALL; 20/07/2010 00:00:00; 2,157348335
ALL; 19/03/2010 00:00:00; 1,253719091
ALL; 01/12/2010 00:00:00; 1,906221092
ALL; 20/01/2010 00:00:00; 1,791040301
ALL; 08/01/2010 00:00:00; 4,343084693
ALL; 12/07/2010 00:00:00; 3,635163367
ALL; 10/02/2010 00:00:00; 3,320792019
ALL; 21/05/2010 00:00:00; 1,640636742
ALL; 05/03/2010 00:00:00; 1,754951358
ALL; 04/08/2010 00:00:00; 3,910973668
ALL; 26/10/2010 00:00:00; 4,027467072
ALL; 08/09/2010 00:00:00; 5,048357427
ALL; 17/09/2010 00:00:00; 4,035315633
ALL; 16/03/2010 00:00:00; 4,089938462
ALL; 03/09/2010 00:00:00; 5,729572535
ALL; 19/05/2010 00:00:00; 3,937831342
ALL; 01/09/2010 00:00:00; 5,442138553
ALL; 04/01/2010 00:00:00; 7,656096101
ALL; 23/06/2010 00:00:00; 7,077325344
ALL; 19/07/2010 00:00:00; 5,608110309
ALL; 02/06/2010 00:00:00; 5,136968434
ALL; 13/07/2010 00:00:00; 4,168169141
ALL; 30/07/2010 00:00:00; 5,538563907
ALL; 02/11/2010 00:00:00; 6,068593144
ALL; 02/08/2010 00:00:00; 5,081136465
ALL; 28/01/2010 00:00:00; 6,820320129
ALL; 25/08/2010 00:00:00; 2,230231345
ALL; 30/08/2010 00:00:00; 4,631094456
ALL; 11/01/2010 00:00:00; 3,542757213
ALL; 14/10/2010 00:00:00; 1,433799565
ALL; 09/03/2010 00:00:00; 7,873012781
ALL; 03/03/2010 00:00:00; 5,254393101
ALL; 15/01/2010 00:00:00; 2,040808618
ALL; 18/03/2010 00:00:00; 1,45955199
ALL; 04/10/2010 00:00:00; 4,86782676
ALL; 16/09/2010 00:00:00; 3,64071089
ALL; 20/08/2010 00:00:00; 7,576763511
ALL; 26/08/2010 00:00:00; 3,201324582
ALL; 26/01/2010 00:00:00; 6,852666497
ALL; 24/09/2010 00:00:00; 7,63703984
ALL; 04/02/2010 00:00:00; 7,287563384
ALL; 18/02/2010 00:00:00; 4,551436841
ALL; 26/07/2010 00:00:00; 5,555111349
ALL; 23/02/2010 00:00:00; 5,907886863
ALL; 23/09/2010 00:00:00; 6,194632411
ALL; 28/10/2010 00:00:00; 3,659028232
ALL; 08/03/2010 00:00:00; 5,800809562
ALL; 05/08/2010 00:00:00; 5,134744585
ALL; 11/03/2010 00:00:00; 5,952899575
ALL; 06/08/2010 00:00:00; 4,715201855
ALL; 21/06/2010 00:00:00; 3,72681725
ALL; 28/04/2010 00:00:00; 5,836185455
ALL; 12/05/2010 00:00:00; 5,030560374
ALL; 07/04/2010 00:00:00; 6,383428872
ALL; 27/01/2010 00:00:00; 7,954685628
ALL; 13/08/2010 00:00:00; 2,735112727
ALL; 08/11/2010 00:00:00; 7,53854835
ALL; 06/07/2010 00:00:00; 1,411272347
ALL; 06/04/2010 00:00:00; 1,505772591
ALL; 13/04/2010 00:00:00; 2,895466864
ALL; 22/01/2010 00:00:00; 3,029844522
ALL; 01/10/2010 00:00:00; 2,466702461
ALL; 28/07/2010 00:00:00; 3,659047425
ALL; 25/05/2010 00:00:00; 2,206852138
ALL; 24/02/2010 00:00:00; 6,299522579
ALL; 01/11/2010 00:00:00; 6,777404845
ALL; 28/05/2010 00:00:00; 4,090824246
ALL; 13/09/2010 00:00:00; 2,929507613
ALL; 05/02/2010 00:00:00; 4,127961278
ALL; 16/06/2010 00:00:00; 1,292418659
ALL; 03/05/2010 00:00:00; 1,46399802
ALL; 07/07/2010 00:00:00; 1,110594153
ALL; 19/11/2010 00:00:00; 7,221706569
ALL; 24/05/2010 00:00:00; 2,322891593
ALL; 10/11/2010 00:00:00; 7,411713839
ALL; 17/08/2010 00:00:00; 6,88574928
ALL; 16/07/2010 00:00:00; 4,51154691
ALL; 19/08/2010 00:00:00; 1,539085686
ALL; 12/01/2010 00:00:00; 1,62812686
ALL; 10/06/2010 00:00:00; 1,59287113
ALL; 07/06/2010 00:00:00; 3,667015314
ALL; 29/10/2010 00:00:00; 4,51271224
ALL; 21/04/2010 00:00:00; 1,754535377
ALL; 22/11/2010 00:00:00; 3,866669416
ALL; 08/10/2010 00:00:00; 1,100445807
ALL; 07/01/2010 00:00:00; 4,034296334
ALL; 09/09/2010 00:00:00; 1,552976608
ALL; 11/06/2010 00:00:00; 1,063966751
ALL; 18/05/2010 00:00:00; 3,937386155
ALL; 15/10/2010 00:00:00; 3,165571094
ALL; 15/03/2010 00:00:00; 4,327886581
ALL; 16/11/2010 00:00:00; 6,747828484
ALL; 01/01/2010 00:00:00; 6,695991099
ALL; 14/05/2010 00:00:00; 6,167947054
ALL; 19/01/2010 00:00:00; 4,234424412
ALL; 27/04/2010 00:00:00; 6,06788677
ALL; 11/11/2010 00:00:00; 1,993974268
ALL; 23/11/2010 00:00:00; 6,589556754
ANG; 14/05/2010 00:00:00; 7,619714677
ANG; 18/06/2010 00:00:00; 7,588788986
ANG; 13/05/2010 00:00:00; 5,598275304
ANG; 13/08/2010 00:00:00; 1,120273113
ANG; 17/05/2010 00:00:00; 2,619666576
ANG; 12/07/2010 00:00:00; 2,657788277
ANG; 16/06/2010 00:00:00; 2,632930398
ANG; 26/01/2010 00:00:00; 4,74308759
ANG; 01/06/2010 00:00:00; 1,151153743
ANG; 13/01/2010 00:00:00; 4,704670906
ANG; 21/09/2010 00:00:00; 5,000006855
ANG; 07/09/2010 00:00:00; 6,642103016
ANG; 27/01/2010 00:00:00; 1,823644519
ANG; 11/10/2010 00:00:00; 2,863428414
ANG; 01/04/2010 00:00:00; 1,796243191
ANG; 09/07/2010 00:00:00; 7,1524176
ANG; 16/08/2010 00:00:00; 6,04627496
ANG; 28/04/2010 00:00:00; 1,663558662
ANG; 23/09/2010 00:00:00; 7,061056197
ANG; 13/04/2010 00:00:00; 1,586014748
ANG; 16/11/2010 00:00:00; 4,274813354
ANG; 27/10/2010 00:00:00; 4,777796328
ANG; 29/09/2010 00:00:00; 5,481522381
ANG; 03/06/2010 00:00:00; 1,55614382
ANG; 28/07/2010 00:00:00; 4,057771921
ANG; 01/07/2010 00:00:00; 6,913517773
ANG; 27/09/2010 00:00:00; 6,738185823
ANG; 15/04/2010 00:00:00; 7,834272742
ANG; 07/05/2010 00:00:00; 1,131963134
ANG; 04/10/2010 00:00:00; 3,544722795
ANG; 26/08/2010 00:00:00; 2,470722497
ANG; 11/01/2010 00:00:00; 3,568766236
ANG; 02/02/2010 00:00:00; 3,477983117
ANG; 18/10/2010 00:00:00; 7,583307385
ANG; 13/09/2010 00:00:00; 4,775806963
ANG; 23/11/2010 00:00:00; 1,950629234
ANG; 29/11/2010 00:00:00; 3,902905226
ANG; 14/06/2010 00:00:00; 3,724613428
ANG; 31/08/2010 00:00:00; 3,498917341
ANG; 06/08/2010 00:00:00; 2,635453403
ANG; 07/01/2010 00:00:00; 4,659541368
ANG; 22/11/2010 00:00:00; 4,065871656
ANG; 17/02/2010 00:00:00; 3,892687619
ANG; 21/07/2010 00:00:00; 2,725123346
ANG; 05/04/2010 00:00:00; 6,848399043
ANG; 10/06/2010 00:00:00; 4,417281985
ANG; 09/04/2010 00:00:00; 6,64325583
ANG; 18/11/2010 00:00:00; 5,98255688
ANG; 20/09/2010 00:00:00; 2,761306167
ANG; 15/09/2010 00:00:00; 1,695356786
ANG; 01/12/2010 00:00:00; 5,078376889
ANG; 02/11/2010 00:00:00; 3,344113648
ANG; 24/08/2010 00:00:00; 1,076938093
ANG; 19/05/2010 00:00:00; 6,083428264
ANG; 22/06/2010 00:00:00; 6,720569015
ANG; 09/09/2010 00:00:00; 3,258134544
ANG; 15/11/2010 00:00:00; 5,761338115
ANG; 08/07/2010 00:00:00; 7,072237611
ANG; 10/05/2010 00:00:00; 4,159520328
ANG; 15/02/2010 00:00:00; 7,427534044
ANG; 25/01/2010 00:00:00; 4,979473591
ANG; 16/09/2010 00:00:00; 3,326822281
ANG; 26/07/2010 00:00:00; 1,935636401
ANG; 03/03/2010 00:00:00; 1,654956996
ANG; 01/09/2010 00:00:00; 3,864687979
ANG; 05/05/2010 00:00:00; 4,017745972
ANG; 25/10/2010 00:00:00; 3,03656739
ANG; 12/05/2010 00:00:00; 1,383396208
ANG; 03/02/2010 00:00:00; 3,340454519
ANG; 23/03/2010 00:00:00; 3,868010819
ANG; 19/08/2010 00:00:00; 2,419450045
ANG; 11/08/2010 00:00:00; 5,15823853
ANG; 21/04/2010 00:00:00; 6,723634839
ANG; 02/08/2010 00:00:00; 5,274864614
ANG; 09/08/2010 00:00:00; 4,192811728
ANG; 11/02/2010 00:00:00; 1,270896971
ANG; 05/10/2010 00:00:00; 6,389869273
ANG; 15/10/2010 00:00:00; 2,916054785
ANG; 01/11/2010 00:00:00; 2,931312561
ANG; 28/09/2010 00:00:00; 6,234956264
